pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,abstract,project_serial_num,journal_name,publication_year
36996871,Adeno-associated virus type 2 in US children with acute severe hepatitis.,PMC10170441,"['Servellita V', 'Sotomayor Gonzalez A', 'Lamson DM', 'Foresythe A', 'Huh HJ', 'Bazinet AL', 'Bergman NH', 'Bull RL', 'Garcia KY', 'Goodrich JS', 'Lovett SP', 'Parker K', 'Radune D', 'Hatada A', 'Pan CY', 'Rizzo K', 'Bertumen JB', 'Morales C', 'Oluniyi PE', 'Nguyen J', 'Tan J', 'Stryke D', 'Jaber R', 'Leslie MT', 'Lyons Z', 'Hedman HD', 'Parashar U', 'Sullivan M', 'Wroblewski K', 'Oberste MS', 'Tate JE', 'Baker JM', 'Sugerman D', 'Potts C', 'Lu X', 'Chhabra P', 'Pediatric Hepatitis of Unknown Etiology Working Group', 'Ingram LA', 'Shiau H', 'Britt W', 'Gutierrez Sanchez LH', 'Ciric C', 'Rostad CA', 'Vinjé J', 'Kirking HL', 'Wadford DA', 'Raborn RT', 'St George K', 'Chiu CY']",doi:10.1038/s41586-023-05949-1,[],"['D002648', 'D006801', 'D000208', 'D000258', 'D060085', 'D000229', 'D020031', 'D006505', 'D004854', 'D015654', 'D029821', 'D006378']","['Child', 'Humans', 'Acute Disease', 'Adenovirus Infections, Human', 'Coinfection', 'Dependovirus', 'Epstein-Barr Virus Infections', 'Hepatitis', 'Herpesvirus 4, Human', 'Herpesvirus 6, Human', 'Enterovirus A, Human', 'Helper Viruses']","As of August 2022, clusters of acute severe hepatitis of unknown aetiology in children have been reported from 35 countries, including the USA1,2. Previous studies have found human adenoviruses (HAdVs) in the blood from patients in Europe and the USA3-7, although it is unclear whether this virus is causative. Here we used PCR testing, viral enrichment-based sequencing and agnostic metagenomic sequencing to analyse samples from 16 HAdV-positive cases from 1 October 2021 to 22 May 2022, in parallel with 113 controls. In blood from 14 cases, adeno-associated virus type 2 (AAV2) sequences were detected in 93% (13 of 14), compared to 4 (3.5%) of 113 controls (P < 0.001) and to 0 of 30 patients with hepatitis of defined aetiology (P < 0.001). In controls, HAdV type 41 was detected in blood from 9 (39.1%) of the 23 patients with acute gastroenteritis (without hepatitis), including 8 of 9 patients with positive stool HAdV testing, but co-infection with AAV2 was observed in only 3 (13.0%) of these 23 patients versus 93% of cases (P < 0.001). Co-infections by Epstein-Barr virus, human herpesvirus 6 and/or enterovirus A71 were also detected in 12 (85.7%) of 14 cases, with higher herpesvirus detection in cases versus controls (P < 0.001). Our findings suggest that the severity of the disease is related to co-infections involving AAV2 and one or more helper viruses.",HD105618,Nature,2023
36134603,Neutralizing Immunity Induced Against the Omicron BA.1 and BA.2 Variants in Vaccine Breakthrough Infections.,PMC9619439,"['Brazer N', 'Morris MK', 'Servellita V', 'Anglin K', 'Saldhi P', 'Garcia-Knight M', 'Bethancourt S', 'Sotomayor-Gonzalez A', 'Wang B', 'Foresythe A', 'Nguyen J', 'Gliwa AS', 'Pineda-Ramirez J', 'Sanchez RD', 'Zhang Y', 'Ott M', 'Wadford DA', 'Andino R', 'Kelly JD', 'Hanson C', 'Chiu CY']",doi:10.1093/infdis/jiac384,"['COVID-19', 'Omicron BA.1', 'Omicron BA.2', 'and Delta SARS-CoV-2 variants', 'breakthrough infection', 'neutralizing antibodies', 'vaccine boosting']","['D006801', 'D057134', 'D014612', 'D000914']","['Humans', 'Antibodies, Neutralizing', 'Vaccines', 'Antibodies, Viral']","As of early 2022, the Omicron variants are the predominant circulating lineages globally. Understanding neutralizing antibody responses against Omicron BA.1 and BA.2 after vaccine breakthrough infections will provide insights into BA.2 infectivity and susceptibility to subsequent reinfection.",HD105618,The Journal of infectious diseases,2022
34889874,Comparison of First and Second Wave Cohorts of Multisystem Inflammatory Disease Syndrome IN Children.,PMC8658056,"['Harahsheh AS', 'Sharron MP', 'Bost JE', 'Ansusinha E', 'Wessel D', 'DeBiasi RL', 'Children’s National Hospital MIS-C Taskforce']",doi:10.1097/INF.0000000000003388,[],"['D000086382', 'D003324', 'D005260', 'D006801', 'D007223', 'D007231', 'D007902', 'D008297', 'D011446', 'D000086402', 'D012720', 'D018746']","['COVID-19', 'Coronary Artery Disease', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Length of Stay', 'Male', 'Prospective Studies', 'SARS-CoV-2', 'Severity of Illness Index', 'Systemic Inflammatory Response Syndrome']","Comparing first and second wave MIS-C cohorts at our quaternary pediatric institution, second wave were older, presented more frequently with shortness of breath, higher maximum troponin and N-terminal BNP, and more frequently required advanced respiratory and inotropic support. Despite increased severity in the second cohort, both cohorts had similar rates of coronary artery abnormalities, systolic dysfunction, and length of stay.",HD105618,The Pediatric infectious disease journal,2022
34348808,Cardiac echocardiogram findings of severe acute respiratory syndrome coronavirus-2-associated multi-system inflammatory syndrome in children.,PMC8816963,"['Harahsheh AS', 'Krishnan A', 'DeBiasi RL', 'Olivieri LJ', 'Spurney C', 'Donofrio MT', 'Cross RR', 'Sharron MP', 'Frank LH', 'Berul CI', 'Christopher A', 'Dham N', 'Srinivasalu H', 'Ronis T', 'Smith KL', 'Kline JN', 'Parikh K', 'Wessel D', 'Bost JE', 'Litt S', 'Austin A', 'Zhang J', 'Sable CA']",doi:10.1017/S1047951121003024,"['2019 coronavirus disease pandemic', 'Paediatric multisystem inflammatory syndrome temporally associated with 2019 coronavirus disease', 'coronary artery', 'multi-system inflammatory syndrome in children', 'myocarditis', 'paediatric cardiology']","['D000086382', 'D018376', 'D002648', 'D002675', 'D003324', 'D006801', 'D010490', 'D012189', 'D000086402', 'D018746']","['COVID-19', 'Cardiovascular Abnormalities', 'Child', 'Child, Preschool', 'Coronary Artery Disease', 'Humans', 'Pericardial Effusion', 'Retrospective Studies', 'SARS-CoV-2', 'Systemic Inflammatory Response Syndrome']","A novel paediatric disease, multi-system inflammatory syndrome in children, has emerged during the 2019 coronavirus disease pandemic.",HD105618,Cardiology in the young,2022
38426638,Advances in nanoprobes for molecular MRI of Alzheimer's disease.,PMC10983770,"['Parekh P', 'Badachhape AA', 'Tanifum EA', 'Annapragada AV', 'Ghaghada KB']",doi:10.1002/wnan.1946,"[""Alzheimer's disease"", 'amyloid', 'magnetic resonance imaging', 'microglia', 'molecular imaging', 'nanoparticle contrast agent', 'nanoprobes', 'neurodegeneration', 'neuroinflammation', 'neuron', 'tau']","['D006801', 'D000368', 'D000544', 'D003287', 'D049268', 'D060825', 'D008279', 'D001921']","['Humans', 'Aged', 'Alzheimer Disease', 'Contrast Media', 'Positron-Emission Tomography', 'Cognitive Dysfunction', 'Magnetic Resonance Imaging', 'Brain']","Alzheimer's disease is the most common cause of dementia and a leading cause of mortality in the elderly population. Diagnosis of Alzheimer's disease has traditionally relied on evaluation of clinical symptoms for cognitive impairment with a definitive diagnosis requiring post-mortem demonstration of neuropathology. However, advances in disease pathogenesis have revealed that patients exhibit Alzheimer's disease pathology several decades before the manifestation of clinical symptoms. Magnetic resonance imaging (MRI) plays an important role in the management of patients with Alzheimer's disease. The clinical availability of molecular MRI (mMRI) contrast agents can revolutionize the diagnosis of Alzheimer's disease. In this article, we review advances in nanoparticle contrast agents, also referred to as nanoprobes, for mMRI of Alzheimer's disease. This article is categorized under: Diagnostic Tools > In Vivo Nanodiagnostics and Imaging Therapeutic Approaches and Drug Discovery > Nanomedicine for Neurological Disease.",HD105593,Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology,2024
37685502,Stratification of Pediatric COVID-19 Cases Using Inflammatory Biomarker Profiling and Machine Learning.,PMC10487951,"['Subramanian D', 'Vittala A', 'Chen X', 'Julien C', 'Acosta S', 'Rusin C', 'Allen C', 'Rider N', 'Starosolski Z', 'Annapragada A', 'Devaraj S']",doi:10.3390/jcm12175435,"['COVID-19', 'SARS CoV-2', 'cytokine', 'inflammation', 'machine learning']",[],[],"While pediatric COVID-19 is rarely severe, a small fraction of children infected with SARS-CoV-2 go on to develop multisystem inflammatory syndrome (MIS-C), with substantial morbidity. An objective method with high specificity and high sensitivity to identify current or imminent MIS-C in children infected with SARS-CoV-2 is highly desirable. The aim was to learn about an interpretable novel cytokine/chemokine assay panel providing such an objective classification. This retrospective study was conducted on four groups of pediatric patients seen at multiple sites of Texas Children's Hospital, Houston, TX who consented to provide blood samples to our COVID-19 Biorepository. Standard laboratory markers of inflammation and a novel cytokine/chemokine array were measured in blood samples of all patients. Group 1 consisted of 72 COVID-19, 70 MIS-C and 63 uninfected control patients seen between May 2020 and January 2021 and predominantly infected with pre-alpha variants. Group 2 consisted of 29 COVID-19 and 43 MIS-C patients seen between January and May 2021 infected predominantly with the alpha variant. Group 3 consisted of 30 COVID-19 and 32 MIS-C patients seen between August and October 2021 infected with alpha and/or delta variants. Group 4 consisted of 20 COVID-19 and 46 MIS-C patients seen between October 2021 andJanuary 2022 infected with delta and/or omicron variants. Group 1 was used to train an L1-regularized logistic regression model which was tested using five-fold cross validation, and then separately validated against the remaining naïve groups. The area under receiver operating curve (AUROC) and F1-score were used to quantify the performance of the cytokine/chemokine assay-based classifier. Standard laboratory markers predict MIS-C with a five-fold cross-validated AUROC of 0.86 ± 0.05 and an F1 score of 0.78 ± 0.07, while the cytokine/chemokine panel predicted MIS-C with a five-fold cross-validated AUROC of 0.95 ± 0.02 and an F1 score of 0.91 ± 0.04, with only sixteen of the forty-five cytokines/chemokines sufficient to achieve this performance. Tested on Group 2 the cytokine/chemokine panel yielded AUROC = 0.98 and F1 = 0.93, on Group 3 it yielded AUROC = 0.89 and F1 = 0.89, and on Group 4 AUROC = 0.99 and F1 = 0.97. Adding standard laboratory markers to the cytokine/chemokine panel did not improve performance. A top-10 subset of these 16 cytokines achieves equivalent performance on the validation data sets. Our findings demonstrate that a sixteen-cytokine/chemokine panel as well as the top ten subset provides a highly sensitive, and specific method to identify MIS-C in patients infected with SARS-CoV-2 of all the major variants identified to date.",HD105593,Journal of clinical medicine,2023
36908050,Variation in Early Anakinra Use and Short-Term Outcomes in Multisystem Inflammatory Syndrome in Children.,PMC10495537,"['Chang JC', 'Young CC', 'Muscal E', 'Sexson Tejtel SK', 'Newhams MM', 'Kucukak S', 'Crandall H', 'Maddux AB', 'Rowan CM', 'Halasa NB', 'Harvey HA', 'Hobbs CV', 'Hall MW', 'Kong M', 'Aguiar CL', 'Schuster JE', 'Fitzgerald JC', 'Singh AR', 'Wellnitz K', 'Nofziger RA', 'Cvijanovich NZ', 'Mack EH', 'Schwarz AJ', 'Heidemann SM', 'Newburger JW', 'Zambrano LD', 'Campbell AP', 'Patel MM', 'Randolph AG', 'Son MBF', 'Overcoming COVID-19 Investigators']",doi:10.1002/art.42495,[],"['D002648', 'D006801', 'D053590', 'D016756', 'D002097', 'D013318', 'D012189', 'D016277', 'D005938', 'D003240']","['Child', 'Humans', 'Interleukin 1 Receptor Antagonist Protein', 'Immunoglobulins, Intravenous', 'C-Reactive Protein', 'Stroke Volume', 'Retrospective Studies', 'Ventricular Function, Left', 'Glucocorticoids', 'Connective Tissue Diseases']",Evidence regarding effectiveness of interleukin-1 receptor antagonism in multisystem inflammatory syndrome in children (MIS-C) is lacking. We characterized variation in initial treatment with anakinra and evaluated cardiovascular outcomes associated with adding anakinra to standard initial therapy.,HD105593,"Arthritis & rheumatology (Hoboken, N.J.)",2023
36854096,Association of Area Deprivation Index With Severity of COVID-19 in Pediatric Patients: A Multisite Study of Racially and Ethnically Diverse Children.,,"['Acosta S', 'Suresh S', 'Ettinger AK', 'Savorgnan F', 'Annapragada A', 'Kannikeswaran N', 'Sethuraman U']",doi:10.1097/INF.0000000000003888,[],"['D000328', 'D006801', 'D002648', 'D000086382', 'D062072', 'D012111', 'D016015', 'D012189']","['Adult', 'Humans', 'Child', 'COVID-19', 'Patient Acuity', 'Residence Characteristics', 'Logistic Models', 'Retrospective Studies']","Area deprivation index (ADI) is associated with the risk of severe COVID-19 in adults. However, this association has not been established in children. Information on ADI, demographics, clinical features, disease severity, and outcomes was analyzed for 3434 children with COVID-19. A multivariate logistic regression revealed that non-Hispanic Asians, extremes of weight, and higher ADI were associated with severe disease.",HD105593,The Pediatric infectious disease journal,2023
36326636,Convalescent plasma in hospitalized pediatric and obstetric coronavirus disease 2019 (COVID-19) patients.,PMC9877592,"['Ikeda S', 'Benzi E', 'Hensch LA', 'Devaraj S', 'Hui SR', 'Gandhi M', 'Fox KA', 'Teruya J', 'Munoz FM']",doi:10.1111/ped.15407,"['COVID-19', 'COVID-19 serotherapy', 'SARS-CoV-2', 'child', 'pregnancy']","['D006801', 'D002648', 'D007231', 'D007223', 'D002675', 'D000293', 'D000086382', 'D000086402', 'D007116', 'D000093522', 'D007074', 'D000914']","['Humans', 'Child', 'Infant, Newborn', 'Infant', 'Child, Preschool', 'Adolescent', 'COVID-19', 'SARS-CoV-2', 'Immunization, Passive', 'COVID-19 Serotherapy', 'Immunoglobulin G', 'Antibodies, Viral']",Published data on coronavirus disease 2019 (COVID-19) convalescent plasma (CCP) use in children and obstetric patients are limited. We describe a single-center experience of hospitalized patients who received CCP for acute COVID-19.,HD105593,Pediatrics international : official journal of the Japan Pediatric Society,2022
35670605,Factors Associated With Severe Illness in Patients Aged <21 Years Hospitalized for COVID-19.,PMC9773098,"['Choudhary R', 'Webber BJ', 'Womack LS', 'Dupont HK', 'Chiu SK', 'Wanga V', 'Gerdes ME', 'Hsu S', 'Shi DS', 'Dulski TM', 'Idubor OI', 'Wendel AM', 'Agathis NT', 'Anderson K', 'Boyles T', 'Click ES', 'Da Silva J', 'Evans ME', 'Gold JAW', 'Haston JC', 'Logan P', 'Maloney SA', 'Martinez M', 'Natarajan P', 'Spicer KB', 'Swancutt M', 'Stevens VA', 'Rogers-Brown J', 'Chandra G', 'Light M', 'Barr FE', 'Snowden J', 'Kociolek LK', 'McHugh M', 'Wessel DL', 'Simpson JN', 'Gorman KC', 'Breslin KA', 'DeBiasi RL', 'Thompson A', 'Kline MW', 'Boom JA', 'Singh IR', 'Dowlin M', 'Wietecha M', 'Schweitzer B', 'Morris SB', 'Koumans EH', 'Ko JY', 'Siegel DA', 'Kimball AA']",doi:10.1542/hpeds.2022-006613,[],"['D000086382', 'D002648', 'D060085', 'D003430', 'D006760', 'D006801', 'D007223', 'D009765', 'D018357', 'D000086402', 'D014481']","['COVID-19', 'Child', 'Coinfection', 'Cross-Sectional Studies', 'Hospitalization', 'Humans', 'Infant', 'Obesity', 'Respiratory Syncytial Virus Infections', 'SARS-CoV-2', 'United States']",To describe coronavirus disease 2019 (COVID-19)-related pediatric hospitalizations during a period of B.1.617.2 (Δ) variant predominance and to determine age-specific factors associated with severe illness.,HD105593,Hospital pediatrics,2022
35568731,Physiologic profile associated with severe multisystem inflammatory syndrome in children: a retrospective study.,PMC9106980,"['Savorgnan F', 'Moreira A', 'Moreira A', 'Annapragada A', 'Sexson Tejtel SK', 'Flores S', 'Rusin CG', 'Shekerdemian L', 'Acosta S']",doi:10.1038/s41390-022-02108-6,[],"['D002648', 'D006801', 'D012189', 'D018746', 'D000086382', 'D003422']","['Child', 'Humans', 'Retrospective Studies', 'Systemic Inflammatory Response Syndrome', 'COVID-19', 'Critical Care']",The purpose of this study was to describe the clinical presentation and physiologic profile of individuals with varying degrees of severity of multisystem inflammatory syndrome in children (MIS-C).,HD105593,Pediatric research,2023
35537132,Social and Demographic Disparities in the Severity of Multisystem Inflammatory Syndrome in Children.,PMC9083307,"['Savorgnan F', 'Acosta S', 'Alali A', 'Moreira A', 'Annapragada A', 'Rusin CG', 'Flores S', 'Loomba RS', 'Moreira A']",doi:10.1097/INF.0000000000003511,[],"['D000086382', 'D002648', 'D006760', 'D006801', 'D007362', 'D012111', 'D018746']","['COVID-19', 'Child', 'Hospitalization', 'Humans', 'Intensive Care Units', 'Residence Characteristics', 'Systemic Inflammatory Response Syndrome']","Social constructs are known risk factors for multisystem inflammatory syndrome in children. A review of 206 patients demonstrated that children who were non-Hispanic Black, over the age of 12 years or living in a disadvantaged neighborhood associated with severe multisystem inflammatory syndrome in children (intensive care unit admission, intubation and/or vasopressor use).",HD105593,The Pediatric infectious disease journal,2022
35507775,"Comparison of Laboratory and Hemodynamic Time Series Data Across Original, Alpha, and Delta Variants in Patients With Multisystem Inflammatory Syndrome in Children.",PMC9345524,"['Jain PN', 'Acosta S', 'Annapragada A', 'Checchia PA', 'Moreira A', 'Muscal E', 'Sartain SE', 'Tejtel SKS', 'Vogel TP', 'Shekerdemian L', 'Rusin CG']",doi:10.1097/PCC.0000000000002976,[],"['D000086382', 'D002648', 'D018352', 'D005260', 'D006439', 'D006801', 'D008297', 'D058873', 'D011024', 'D011188', 'D012189', 'D000086402', 'D012964', 'D018746', 'D013997']","['COVID-19', 'Child', 'Coronavirus Infections', 'Female', 'Hemodynamics', 'Humans', 'Male', 'Pandemics', 'Pneumonia, Viral', 'Potassium', 'Retrospective Studies', 'SARS-CoV-2', 'Sodium', 'Systemic Inflammatory Response Syndrome', 'Time Factors']","To compare the clinical, laboratory, and hemodynamic parameters during hospitalization for patients with multisystem inflammatory syndrome in children (MIS-C), across the Original/Alpha and the Delta variants of severe acute respiratory syndrome coronavirus 2 infection.",HD105593,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,2022
35439401,Misleading nomenclature of units of WHO materials used for standardization of SARS COv-2 serology.,,"['Hansen YBL', 'Furuta K', 'Devaraj S', 'Yilmaz FM', 'Nordin G']",doi:10.1515/cclm-2022-0082,"['SARS CoV-2 antibody', 'WHO', 'certified reference material', 'measurement unit']","['D000914', 'D000086382', 'D006801', 'D012015', 'D000086402', 'D045169', 'D014944']","['Antibodies, Viral', 'COVID-19', 'Humans', 'Reference Standards', 'SARS-CoV-2', 'Severe Acute Respiratory Syndrome', 'World Health Organization']",,HD105593,Clinical chemistry and laboratory medicine,2022
35357347,Vasoplegic Shock Represents a Dominant Hemodynamic Profile of Multisystem Inflammatory Syndrome Following COVID-19 in Children and Adolescents.,PMC9150787,"['Alali A', ""O'Neil E"", 'Anders M', 'Abella J', 'Shekerdemian LS', 'Vogel TP', 'Sexson Tejtel K', 'Tume SC']",doi:10.1097/PCC.0000000000002954,[],"['D000293', 'D000086382', 'D002648', 'D015331', 'D006439', 'D006801', 'D012189', 'D012769', 'D018746']","['Adolescent', 'COVID-19', 'Child', 'Cohort Studies', 'Hemodynamics', 'Humans', 'Retrospective Studies', 'Shock', 'Systemic Inflammatory Response Syndrome']","The hemodynamic profile of multisystem inflammatory syndrome in children (MIS-C)-related shock remains poorly defined and, therefore, challenging to support with pharmacotherapy in the ICU. We aimed to evaluate the hemodynamic profile and vasoactive medication management used in MIS-C patients presenting to the ICU in shock and provide data from high-fidelity continuous cardiac output monitoring.",HD105593,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,2022
35344047,Outcomes After SARS-CoV-2 Vaccination Among Children With a History of Multisystem Inflammatory Syndrome.,PMC8961315,"['Wisniewski M', 'Chun A', 'Volpi S', 'Muscal E', 'Sexson Tejtel SK', 'Munoz F', 'Vogel TP']",doi:10.1001/jamanetworkopen.2022.4750,[],"['D000086382', 'D000086663', 'D002648', 'D006801', 'D000086402', 'D018746', 'D014611']","['COVID-19', 'COVID-19 Vaccines', 'Child', 'Humans', 'SARS-CoV-2', 'Systemic Inflammatory Response Syndrome', 'Vaccination']",This case series evaluates the outcomes following COVID-19 vaccination in patients previously diagnosed with multisystem inflammatory syndrome in children at children’s hospitals in Texas and Italy.,HD105593,JAMA network open,2022
34977312,SARSCoV-2 serostatus amongst vaccinated employees at a pediatric hospital system.,PMC8710236,"['Devaraj S', 'Poventud-Fuentes I', 'Girotto M', 'Monroe J', 'Boom J', 'Delclos G', 'Versalovic J']",doi:10.1016/j.plabm.2021.e00261,"['Antibody', 'COVID', 'Employee', 'SARS-CoV-2', 'Serology', 'Vaccine']",[],[],"To gain insights on the heterogeneity of immune responses to vaccination against SARS-CoV-2 and to identify factors that could make individuals vulnerable to infection due to lack of response to vaccination, our hospital started offering free voluntary post-antibody testing against the spike protein IgG for all fully vaccinated employees. Post-vaccination response against SARS-CoV-2 was assessed using the FDA-EUA approved VITROS anti-SARS-CoV-2 IgG immunometric assay specific to the spike protein. Out of a total of 3266 antibody tests performed in fully vaccinated Texas Children's, 99.4% had a positive antibody response to the spike protein. From the 21 employees (0.6%) that had a negative response, 66.7% reported taking immunosuppressive drugs and/or biologics. Our data shows that most of the employees tested at our institution mounted an immune response to the immunogen in the vaccine. Post-vaccination antibody testing against SARS-CoV-2 can provide useful information to guide decisions about future vaccine doses.",HD105593,Practical laboratory medicine,2022
34911654,SARS-CoV-2 anti-spike antibodies after vaccination in pediatric heart transplantation: A first report.,PMC8590844,"['Spinner JA', 'Julien CL', 'Olayinka L', 'Dreyer WJ', 'Bocchini CE', 'Munoz FM', 'Devaraj S']",doi:10.1016/j.healun.2021.11.001,"['SARS-CoV-2', 'pediatric heart transplant']","['D000293', 'D000367', 'D000914', 'D000917', 'D000086382', 'D000086663', 'D002648', 'D005260', 'D016027', 'D006801', 'D008297', 'D012189', 'D000086402', 'D064370', 'D055815']","['Adolescent', 'Age Factors', 'Antibodies, Viral', 'Antibody Formation', 'COVID-19', 'COVID-19 Vaccines', 'Child', 'Female', 'Heart Transplantation', 'Humans', 'Male', 'Retrospective Studies', 'SARS-CoV-2', 'Spike Glycoprotein, Coronavirus', 'Young Adult']",BACKGROUND: There is a paucity of data regarding the antibody response to SARS-CoV-2 vaccination in children after solid organ transplant.,HD105593,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,2022
34560062,Analytical and clinical performance of cPass neutralizing antibodies assay.,PMC8453782,"['Jung J', 'Rajapakshe D', 'Julien C', 'Devaraj S']",doi:10.1016/j.clinbiochem.2021.09.008,"['SARS CoV-2 antibody', 'SARS-CoV-2 serology']","['D057134', 'D000914', 'D000086382', 'D006801', 'D000086402']","['Antibodies, Neutralizing', 'Antibodies, Viral', 'COVID-19', 'Humans', 'SARS-CoV-2']","Serological tests for SARS-CoV-2 are a critical component of disease control strategies. SARS-CoV-2 serology tests used in clinical diagnostic should not accurately evaluate total levels the antibodies but also closely correlate with neutralizing antibodies titers. However, only limited data is available reporting correlation of neutralization antibody assays with commercial high-throughput serological assays widely used in clinical laboratories. We performed evaluation of the GenScript cPass neutralizing antibody detection assay, to assess its value for routine clinical use to measure neutralizing titers in patients who recovered from coronavirus disease 2019 (COVID-19) or have been vaccinated. We tested its clinical performance against the commonly used Ortho Vitros IgG assay. Our combined data shows that GenScript cPass neutralizing antibody assay has satisfactory analytical and clinical performance and good correlation with Ortho Vitros IgG, supporting its use as a tool for accurate SARS-COV-2 immune surveillance of recovered or vaccinated individuals.",HD105593,Clinical biochemistry,2021
34022420,Population stratification enables modeling effects of reopening policies on mortality and hospitalization rates.,PMC8555375,"['Huang T', 'Chu Y', 'Shams S', 'Kim Y', 'Annapragada AV', 'Subramanian D', 'Kakadiaris I', 'Gottlieb A', 'Jiang X']",doi:10.1016/j.jbi.2021.103818,"['COVID-19', 'Epidemic forecasting model', 'Reopening policy', 'Risk stratification', 'SIR', 'SIR-HCD']","['D000086382', 'D006760', 'D006801', 'D058873', 'D057766', 'D000086402', 'D014481']","['COVID-19', 'Hospitalization', 'Humans', 'Pandemics', 'Policy', 'SARS-CoV-2', 'United States']",Study the impact of local policies on near-future hospitalization and mortality rates.,HD105593,Journal of biomedical informatics,2021
33949910,Immune thrombocytopenia following multisystem inflammatory syndrome in children (MIS-C) - a case series.,,"['Kok EY', 'Srivaths L', 'Grimes AB', 'Vogel TP', 'Sexson Tejtel SK', 'Muscal E']",doi:10.1080/08880018.2021.1917737,"['COVID-19', 'ITP', 'MIS-C', 'SARS-CoV-2', 'novel coronavirus']","['D000894', 'D001241', 'D000086382', 'D002648', 'D019468', 'D005938', 'D006801', 'D007223', 'D008297', 'D008775', 'D010976', 'D011239', 'D016553', 'D018746']","['Anti-Inflammatory Agents, Non-Steroidal', 'Aspirin', 'COVID-19', 'Child', 'Disease Management', 'Glucocorticoids', 'Humans', 'Infant', 'Male', 'Methylprednisolone', 'Platelet Count', 'Prednisolone', 'Purpura, Thrombocytopenic, Idiopathic', 'Systemic Inflammatory Response Syndrome']","Patients with coronavirus disease 2019 (COVID-19) from novel coronavirus (SARS-CoV-2) infection may present with immune thrombocytopenia (ITP). Multisystem inflammatory syndrome in children (MIS-C) is a serious complication of SARS-CoV-2 causing systemic organ dysfunction. This case series presents the first reported cases of patients who developed ITP following MIS-C, while completing corticosteroid tapers. These patients responded to standard of care therapies for ITP and had appropriate platelet count recovery. We emphasize the importance of careful monitoring of those recovering from COVID-19 or MIS-C, to proactively identify clinical and laboratory abnormalities, in addition to long-term cardiovascular sequelae.",HD105593,Pediatric hematology and oncology,2021
33754452,Multisystem inflammatory syndrome in children associated with SARS-CoV-2 in a solid organ transplant recipient.,PMC8250508,"['Petters LM', 'Vogel TP', 'Munoz FM', 'Hernandez JA', 'Koohmaraie S', 'Nowicki MJ', 'Zumbro CE', 'Mysore KR']",doi:10.1111/ajt.16572,"['clinical research/practice', 'complication', 'infection and infectious agents - viral', 'infectious disease', 'liver transplantation/hepatology', 'pediatrics']","['D000086382', 'D002648', 'D002675', 'D005260', 'D006801', 'D016377', 'D000086402', 'D018746', 'D066027']","['COVID-19', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Organ Transplantation', 'SARS-CoV-2', 'Systemic Inflammatory Response Syndrome', 'Transplant Recipients']","We present the case of a 3-year-old female liver transplant recipient with a history of Caroli disease who presented with positive severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) reverse transcription polymerase chain reaction (RT-PCR) test and was ultimately diagnosed with multisystem inflammatory syndrome in children (MIS-C) complicated by portal vein thrombosis. To the best of our knowledge, this is the first case report of MIS-C in a pediatric solid organ transplant (SOT) recipient. Based on our patient, MIS-C could be a potential complication of Coronavirus disease 2019 (COVID-19) in SOT recipients and may have a negative outcome on transplant graft function.",HD105593,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,2021
