pub_ID,title,authors,dois,keywords,grant_num
36040468,SARS-CoV-2 With Concurrent Respiratory Viral Infection as a Risk Factor for a Higher Level of Care in Hospitalized Pediatric Patients.,"['Dikranian L', 'Barry S', 'Ata A', 'Chiotos K', 'Gist K', 'Bhalala U', 'Danesh V', 'Heavner S', 'Gharpure V', 'Bjornstad EC', 'Irby O', 'Heneghan JA', 'Montgomery V', 'Gupta N', 'Miller A', 'Walkey A', 'Tripathi S', 'Boman K', 'Bansal V', 'Kumar V', 'Kashyap R', 'Sayed I', 'Woll C', 'From the Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study: COVID-19 Registry Investigator Group']",doi: 10.1097/PEC.0000000000002814,No keywords,HL119145
35962845,Using artificial intelligence to avoid human error in identifying embryos: a retrospective cohort study.,"['Hammer KC', 'Jiang VS', 'Kanakasabapathy MK', 'Thirumalaraju P', 'Kandula H', 'Dimitriadis I', 'Souter I', 'Bormann CL', 'Shafiee H']",doi: 10.1007/s10815-022-02585-y,"['ART', 'Artificial intelligence', 'Embryo labeling', 'Machine learning', 'Witnessing system']",HL119145
35924558,Expression of CD70 Modulates Nitric Oxide and Redox Status in Endothelial Cells.,"['Pandey AK', 'Waldeck-Weiermair M', 'Wells QS', 'Xiao W', 'Yadav S', 'Eroglu E', 'Michel T', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.317866,"['CD27 ligand', 'endothelial dysfunction', 'homeostasis', 'nitric oxide synthase type III', 'reactive oxygen species']",HL119145
35843734,What Causes Hypertrophic Cardiomyopathy?,"['Maron BA', 'Wang RS', 'Carnethon MR', 'Rowin EJ', 'Loscalzo J', 'Maron BJ', 'Maron MS']",doi: 10.1016/j.amjcard.2022.06.017,No keywords,HL119145
35599981,Pulmonary endothelial NEDD9 and the prothrombotic pathophenotype of acute respiratory distress syndrome due to SARS-CoV-2 infection.,"['Alba GA', 'Samokhin AO', 'Wang RS', 'Wertheim BM', 'Haley KJ', 'Padera RF', 'Vargas SO', 'Rosas IO', 'Hariri LP', 'Shih A', 'Thompson BT', 'Mitchell RN', 'Maron BA']",doi: 10.1002/pul2.12071,"['SARS‐CoV‐2', 'acute respiratory distress syndrome', 'endothelium', 'pulmonary biology', 'thrombosis']",HL119145
35466998,HFp2EF: heart failure with pulmonary dysfunction and preserved ejection fraction?,"['Maron BA', 'Humbert M']",doi: 10.1093/eurheartj/ehac201,No keywords,HL119145
35443763,Comprehensive network medicine-based drug repositioning via integration of therapeutic efficacy and side effects.,"['Paci P', 'Fiscon G', 'Conte F', 'Wang RS', 'Handy DE', 'Farina L', 'Loscalzo J']",doi: 10.1038/s41540-022-00221-0,No keywords,HL119145
35379853,"A targetable 'rogue' neutrophil-subset, [CD11b+DEspR+] immunotype, is associated with severity and mortality in acute respiratory distress syndrome (ARDS) and COVID-19-ARDS.","['Herrera VLM', 'Walkey AJ', 'Nguyen MQ', 'Gromisch CM', 'Mosaddhegi JZ', 'Gromisch MS', 'Jundi B', 'Lukassen S', 'Carstensen S', 'Denis R', 'Belkina AC', 'Baron RM', 'Pinilla-Vera M', 'Mueller M', 'Kimberly WT', 'Goldstein JN', 'Lehmann I', 'Shih AR', 'Eils R', 'Levy BD', 'Ruiz-Opazo N']",doi: 10.1038/s41598-022-09343-1,No keywords,HL119145
35312466,Variable Monitoring of Veterans with Group 3 Pulmonary Hypertension Treated with Off-Label Pulmonary Vasodilator Therapy.,"['Johnson SW', 'Gillmeyer KR', 'Bolton RE', 'McCullough MB', 'Qian SX', 'Maron BA', 'Klings ES', 'Wiener RS']",doi: 10.1513/AnnalsATS.202110-1168RL,No keywords,HL119145
35312360,A microfluidic device for real-time on-demand intravenous oxygen delivery.,"['Vutha AK', 'Patenaude R', 'Cole A', 'Kumar R', 'Kheir JN', 'Polizzotti BD']",doi: 10.1073/pnas.2115276119,"['hypoxia', 'intravenous', 'nanobubbles', 'nanospray', 'oxygen']",HL119145
35211681,Hospital Variation in Management and Outcomes of Acute Respiratory Distress Syndrome Due to COVID-19.,"['Johnson SW', 'Garcia MA', 'Sisson EKQ', 'Sheldrick CR', 'Kumar VK', 'Boman K', 'Bolesta S', 'Bansal V', 'Lal A', 'Domecq JP', 'Melamed RR', 'Christie AB', 'Husain A', 'Yus S', 'Gajic O', 'Kashyap R', 'Walkey AJ']",doi: 10.1097/CCE.0000000000000638,"['COVID-19', 'Viral Infection and Respiratory Illness Universal Study', 'acute respiratory distress syndrome', 'low-tidal-volume ventilation', 'prone ventilation', 'severe acute respiratory syndrome coronavirus-2']",HL119145
34845389,Real-time alerting system for COVID-19 and other stress events using wearable data.,"['Alavi A', 'Bogu GK', 'Wang M', 'Rangan ES', 'Brooks AW', 'Wang Q', 'Higgs E', 'Celli A', 'Mishra T', 'Metwally AA', 'Cha K', 'Knowles P', 'Alavi AA', 'Bhasin R', 'Panchamukhi S', 'Celis D', 'Aditya T', 'Honkala A', 'Rolnik B', 'Hunting E', 'Dagan-Rosenfeld O', 'Chauhan A', 'Li JW', 'Bejikian C', 'Krishnan V', 'McGuire L', 'Li X', 'Bahmani A', 'Snyder MP']",doi: 10.1038/s41591-021-01593-2,No keywords,NR020105
34189532,Real-time Alerting System for COVID-19 Using Wearable Data.,"['Alavi A', 'Bogu GK', 'Wang M', 'Rangan ES', 'Brooks AW', 'Wang Q', 'Higgs E', 'Celli A', 'Mishra T', 'Metwally AA', 'Cha K', 'Knowles P', 'Alavi AA', 'Bhasin R', 'Panchamukhi S', 'Celis D', 'Aditya T', 'Honkala A', 'Rolnik B', 'Hunting E', 'Dagan-Rosenfeld O', 'Chauhan A', 'Li JW', 'Li X', 'Bahmani A', 'Snyder MP']",pii: 2021.06.13.21258795. doi: 10.1101/2021.06.13.21258795,No keywords,NR020105
36753444,Protease-Responsive Potential-Tunable AIEgens for Cell Selective Imaging of TMPRSS2 and Accurate Inhibitor Screening.,"['Cheng Y', 'Clark AE', 'Yim W', 'Borum RM', 'Chang YC', 'Jin Z', 'He T', 'Carlin AF', 'Jokerst JV']",doi: 10.1021/acs.analchem.2c04988,No keywords,DE031114
36409652,Peptide Amphiphile Mediated Co-assembly for Nanoplasmonic Sensing.,"['Jin Z', 'Li Y', 'Li K', 'Zhou J', 'Yeung J', 'Ling C', 'Yim W', 'He T', 'Cheng Y', 'Xu M', 'Creyer MN', 'Chang YC', 'Fajtová P', 'Retout M', 'Qi B', 'Li S', ""O'Donoghue AJ"", 'Jokerst JV']",doi: 10.1002/anie.202214394,"['Aromatic Interactions', 'Colorimetric Test', 'Main Protease', 'Peptide Amphiphile', 'Saliva']",DE031114
36351199,Gold-Silver Core-Shell Nanoparticle Crosslinking Mediated by Protease Activity for Colorimetric Enzyme Detection.,"['Creyer MN', 'Jin Z', 'Retout M', 'Yim W', 'Zhou J', 'Jokerst JV']",doi: 10.1021/acs.langmuir.2c02219,No keywords,DE031114
36346642,Spacer Matters: All-Peptide-Based Ligand for Promoting Interfacial Proteolysis and Plasmonic Coupling.,"['Jin Z', 'Ling C', 'Li Y', 'Zhou J', 'Li K', 'Yim W', 'Yeung J', 'Chang YC', 'He T', 'Cheng Y', 'Fajtová P', 'Retout M', ""O'Donoghue AJ"", 'Jokerst JV']",doi: 10.1021/acs.nanolett.2c03052,"['NEST', 'SARS-CoV-2 Mpro', 'colorimetric sensor', 'interfacial proteolysis', 'plasmonic coupling', 'polyproline']",DE031114
36346346,Di-Arginine Additives for Dissociation of Gold Nanoparticle Aggregates: A Matrix-Insensitive Approach with Applications in Protease Detection.,"['Retout M', 'Jin Z', 'Tsujimoto J', 'Mantri Y', 'Borum R', 'Creyer MN', 'Yim W', 'He T', 'Chang YC', 'Jokerst JV']",doi: 10.1021/acsami.2c17531,"['PEG', 'colorimetric detection', 'gold nanoparticles', 'peptides', 'protease sensing', 'reversible assembly']",DE031114
35973073,A Self-Immolative Fluorescent Probe for Selective Detection of SARS-CoV-2 Main Protease.,"['Xu M', 'Zhou J', 'Cheng Y', 'Jin Z', 'Clark AE', 'He T', 'Yim W', 'Li Y', 'Chang YC', 'Wu Z', 'Fajtová P', ""O'Donoghue AJ"", 'Carlin AF', 'Todd MD', 'Jokerst JV']",doi: 10.1021/acs.analchem.2c02381,No keywords,DE031114
35878004,Protease-Responsive Peptide-Conjugated Mitochondrial-Targeting AIEgens for Selective Imaging and Inhibition of SARS-CoV-2-Infected Cells.,"['Cheng Y', 'Clark AE', 'Zhou J', 'He T', 'Li Y', 'Borum RM', 'Creyer MN', 'Xu M', 'Jin Z', 'Zhou J', 'Yim W', 'Wu Z', 'Fajtová P', ""O'Donoghue AJ"", 'Carlin AF', 'Jokerst JV']",doi: 10.1021/acsnano.2c03219,"['SARS-CoV-2', 'main protease', 'mitochondrial targeting', 'peptide-conjugated AIEgen', 'virus theranostics']",DE031114
35377141,Peptide-Induced Fractal Assembly of Silver Nanoparticles for Visual Detection of Disease Biomarkers.,"['Retout M', 'Mantri Y', 'Jin Z', 'Zhou J', 'Noël G', 'Donovan B', 'Yim W', 'Jokerst JV']",doi: 10.1021/acsnano.1c11643,"['coalescence', 'colorimetric sensing', 'fractal structures', 'peptides', 'sensor-array silver nanomaterials']",DE031114
37406055,Peptidic Sulfhydryl for Interfacing Nanocrystals and Subsequent Sensing of SARS-CoV-2 Protease.,"['Jin Z', 'Yeung J', 'Zhou J', 'Cheng Y', 'Li Y', 'Mantri Y', 'He T', 'Yim W', 'Xu M', 'Wu Z', 'Fajtova P', 'Creyer MN', 'Moore C', 'Fu L', 'Penny WF', ""O'Donoghue AJ"", 'Jokerst JV']",doi: 10.1021/acs.chemmater.1c03871,No keywords,DE031114
34936725,A Charge-Switchable Zwitterionic Peptide for Rapid Detection of SARS-CoV-2 Main Protease.,"['Jin Z', 'Mantri Y', 'Retout M', 'Cheng Y', 'Zhou J', 'Jorns A', 'Fajtova P', 'Yim W', 'Moore C', 'Xu M', 'Creyer MN', 'Borum RM', 'Zhou J', 'Wu Z', 'He T', 'Penny WF', ""O'Donoghue AJ"", 'Jokerst JV']",doi: 10.1002/anie.202112995,"['Colorimetric analysis', 'Covid-19', 'Smart mask', 'Zwitterionic peptide', 'mpro/3clpro/nsp5']",DE031114
34889013,A Dual-Color Fluorescent Probe Allows Simultaneous Imaging of Main and Papain-like Proteases of SARS-CoV-2-Infected Cells for Accurate Detection and Rapid Inhibitor Screening.,"['Cheng Y', 'Borum RM', 'Clark AE', 'Jin Z', 'Moore C', 'Fajtová P', ""O'Donoghue AJ"", 'Carlin AF', 'Jokerst JV']",doi: 10.1002/anie.202113617,"['Inhibitor Screening', 'Main Protease', 'Papain-Like Protease', 'SARS-CoV-2', 'Simultaneous Visualization']",DE031114
34520186,Modulation of Gold Nanorod Growth via the Proteolysis of Dithiol Peptides for Enzymatic Biomarker Detection.,"['Creyer MN', 'Jin Z', 'Moore C', 'Yim W', 'Zhou J', 'Jokerst JV']",doi: 10.1021/acsami.1c11620,"['biomarkers', 'biosensing', 'enzyme activity', 'gold nanorods', 'peptides', 'proteolysis']",DE031114
34309356,Mapping Aerosolized Saliva on Face Coverings for Biosensing Applications.,"['Jin Z', 'Jorns A', 'Yim W', 'Wing R', 'Mantri Y', 'Zhou J', 'Zhou J', 'Wu Z', 'Moore C', 'Penny WF', 'Jokerst JV']",doi: 10.1021/acs.analchem.1c02399,No keywords,DE031114
34038103,Activatable Carbocyanine Dimers for Photoacoustic and Fluorescent Detection of Protease Activity.,"['Moore C', 'Borum RM', 'Mantri Y', 'Xu M', 'Fajtová P', ""O'Donoghue AJ"", 'Jokerst JV']",doi: 10.1021/acssensors.1c00518,"['H-aggregate', 'Mpro.', 'activity', 'cyanine', 'dimer', 'photoacoustic', 'protease', 'trypsin']",DE031114
37588769,Estimating Time-Varying Treatment Switching Effect Using Accelerated Failure Time Model with Application to Vascular Access for Hemodialysis.,"['Chu FI', 'Wang Y']",doi: 10.1080/03610926.2021.2004423,"['Smoothing spline function', 'Time-varying switching effect', 'Treatment switching']",DK130067
36594047,Estimation and model selection for nonparametric function-on-function regression.,"['Wang Z', 'Dong H', 'Ma P', 'Wang Y']",doi: 10.1080/10618600.2022.2037434,"['Convergence rate', 'Regularization', 'Reproducing kernel Hilbert space', 'Smoothing spline ANOVA']",DK130067
36106337,SARS-CoV-2 neutralizing antibody response after three doses of mRNA1273 vaccine and COVID-19 in hemodialysis patients.,"['Wang X', 'Han M', 'Fuentes LR', 'Thwin O', 'Grobe N', 'Wang K', 'Wang Y', 'Kotanko P']",pii: 926635. doi: 10.3389/fneph.2022.926635,"['COVID-19', 'Omicron', 'SARS-CoV-2', 'coronavirus', 'hemodialysis', 'mRNA1273', 'neutralizing antibody', 'vaccination']",DK130067
36031854,Modified Brier score for evaluating prediction accuracy for binary outcomes.,"['Yang W', 'Jiang J', 'Schnellinger EM', 'Kimmel SE', 'Guo W']",doi: 10.1177/09622802221122391,"['Brier score', 'binary risk prediction', 'breast cancer risk']",DK130067
34697801,Dynamic logistic state space prediction model for clinical decision making.,"['Jiang J', 'Yang W', 'Schnellinger EM', 'Kimmel SE', 'Guo W']",doi: 10.1111/biom.13593,"['Laplace approximation', 'dynamic prediction', 'smoothing spline']",DK130067
34530746,Transmission of SARS-CoV-2 considering shared chairs in outpatient dialysis: a real-world case-control study.,"['Thadhani R', 'Willetts J', 'Wang C', 'Larkin J', 'Zhang H', 'Fuentes LR', 'Usvyat L', 'Belmonte K', 'Wang Y', 'Kossmann R', 'Hymes J', 'Kotanko P', 'Maddux F']",doi: 10.1186/s12882-021-02518-4,"['COVID-19', 'End Stage Renal Disease', 'Hemodialysis', 'Kidney Failure', 'SARS-CoV-2']",DK130067
34378318,Trajectories of clinical and laboratory characteristics associated with COVID-19 in hemodialysis patients by survival.,"['Chaudhuri S', 'Lasky R', 'Jiao Y', 'Larkin J', 'Monaghan C', 'Winter A', 'Neri L', 'Kotanko P', 'Hymes J', 'Lee S', 'Wang Y', 'Kooman JP', 'Maddux F', 'Usvyat L']",doi: 10.1111/hdi.12977,"['COVID-19', 'albumin', 'body temperature', 'clinical trajectories', 'creatinine', 'ferritin', 'interdialytic weight gain', 'lymphocytes', 'neutrophils', 'pulse rate', 'systolic blood pressure']",DK130067
34281959,Testing of Worn Face Masks for Timely Diagnosis of SARS-CoV-2 in Hemodialysis Patients.,"['Wang X', 'Grobe N', 'Haq Z', 'Thwin O', 'Fuentes LR', 'Maddux D', 'Kotanko P']",doi: 10.1681/ASN.2021060812,"['COVID-19', 'SARS-CoV-2', 'dialysis', 'mask']",DK130067
34230102,Presence of SARS-CoV-2 Antibodies in Spent Peritoneal Dialysate.,"['Wang X', 'Grobe N', 'Patel A', 'Sharma S', 'Uribarri J', 'Kotanko P']",doi: 10.1681/ASN.2021020161,"['COVID-19', 'SARS-CoV-2', 'antibody', 'peritoneal dialysis']",DK130067
34094520,Arterial oxygen saturation and hypoxemia in hemodialysis patients with COVID-19.,"['Preciado P', 'Tapia Silva LM', 'Ye X', 'Zhang H', 'Wang Y', 'Waguespack P', 'Kooman JP', 'Kotanko P']",doi: 10.1093/ckj/sfab019,"['COVID-19', 'chronic kidney disease', 'hemodialysis', 'hypoxemia', 'oxygen saturation']",DK130067
34088907,Robust estimation of SARS-CoV-2 epidemic in US counties.,"['Li H', 'Gu M']",doi: 10.1038/s41598-021-90195-6,No keywords,DK130067
33948448,Robust estimation of SARS-CoV-2 epidemic in US counties.,"['Li H', 'Gu M']",,No keywords,DK130067
33898967,SARS-CoV-2 Seropositivity Rates in Patients and Clinical Staff in New York City Dialysis Facilities: Association With the General Population.,"['Thwin O', 'Grobe N', 'Tapia Silva LM', 'Ye X', 'Zhang H', 'Wang Y', 'Kotanko P']",doi: 10.1016/j.xkme.2021.02.010,No keywords,DK130067
33878507,Sample pooling: burden or solution?,"['Grobe N', 'Cherif A', 'Wang X', 'Dong Z', 'Kotanko P']",doi: 10.1016/j.cmi.2021.04.007,"['Antibody', 'Antigen', 'COVID-19', 'Pool testing', 'RT-PCR', 'SARS-CoV-2', 'Viral']",DK130067
33685976,Comparative Analysis of SARS-CoV-2 Reproduction Rates in the Dialysis and General Populations.,"['Cherif A', 'Willetts JL', 'Usvyat L', 'Wang Y', 'Kotanko P']",doi: 10.1681/ASN.2020121691,"['COVID-19', 'chronic hemodialysis', 'chronic kidney disease', 'chronic kidney failure', 'chronic renal disease', 'chronic renal failure', 'dialysis', 'end stage kidney disease', 'epidemiology and outcomes', 'hemodialysis']",DK130067
33655270,Transmission of SARS-CoV-2 Considering Shared Chairs in Outpatient Dialysis: A Real-World Case-Control Study.,"['Thadhani R', 'Willetts J', 'Wang C', 'Larkin J', 'Zhang H', 'Fuentes LR', 'Usvyat L', 'Belmonte K', 'Wang Y', 'Kossmann R', 'Hymes J', 'Kotanko P', 'Maddux F']",pii: 2021.02.20.21251855. doi: 10.1101/2021.02.20.21251855,No keywords,DK130067
37327108,Effective Modulation of Inflammation and Oxidative Stress for Enhanced Regeneration of Intervertebral Discs Using 3D Porous Hybrid Protein Nanoscaffold.,"['Yang L', 'Bhujel B', 'Hou Y', 'Luo J', 'An SB', 'Han I', 'Lee KB']",doi: 10.1002/adma.202303021,"['2D nanomaterials', '3D hybrid protein nanoscaffolds', 'epigenetic modification', 'inflammation', 'intervertebral disc (IVD) degeneration', 'nanoscaffolds', 'oxidative stress', 'self-assembly']",HL150852
37058079,"Nanotechnology Approaches for Prevention and Treatment of Chemotherapy-Induced Neurotoxicity, Neuropathy, and Cardiomyopathy in Breast and Ovarian Cancer Survivors.","['Nevins S', 'McLoughlin CD', 'Oliveros A', 'Stein JB', 'Rashid MA', 'Hou Y', 'Jang MH', 'Lee KB']",doi: 10.1002/smll.202300744,"['cardiomyopathy', 'nanotechnology and nanomedicine', 'neuropathy', 'neurotoxicity', 'ovarian and breast cancer']",HL150852
36688839,Nanoparticle-Based Artificial Mitochondrial DNA Transcription Regulator: MitoScript.,"['Yang L', 'Rathnam C', 'Hidaka T', 'Hou Y', 'Conklin B', 'Pandian GN', 'Sugiyama H', 'Lee KB']",doi: 10.1021/acs.nanolett.2c03958,"['Artificial transcription factors', 'Mitochondria DNA (mtDNA) manipulations', 'Mitochondria-targeted delivery', 'Nanoclusters', 'Nanomedicine']",HL150852
36547592,Multiple F-Box Proteins Collectively Regulate Cell Development and Pathogenesis in the Human Pathogen Cryptococcus neoformans.,"['Cao C', 'Wang Y', 'Avina SL', 'Walter J', 'Xue C']",doi: 10.3390/jof8121259,"['Cryptococcus neoformans', 'E3 ligase', 'F-box protein', 'fungal pathogenesis', 'stress response']",HL150852
36481291,Advanced theragnostics for the central nervous system (CNS) and neurological disorders using functional inorganic nanomaterials.,"['Conklin B', 'Conley BM', 'Hou Y', 'Chen M', 'Lee KB']",doi: 10.1016/j.addr.2022.114636,"['CNS injury', 'Multifunctional Inorganic nanomaterials', 'Neuroinflammation', 'Neurological disorders', 'Optogenetics', 'Theragnostics']",HL150852
35908087,Ym155 localizes to the mitochondria leading to mitochondria dysfunction and activation of AMPK that inhibits BMP signaling in lung cancer cells.,"['Mondal A', 'Jia D', 'Bhatt V', 'Akel M', 'Roberge J', 'Guo JY', 'Langenfeld J']",doi: 10.1038/s41598-022-17446-y,No keywords,HL150852
35759871,Harnessing the Immune Response to Fungal Pathogens for Vaccine Development.,"['Rivera A', 'Lodge J', 'Xue C']",doi: 10.1146/annurev-micro-041020-111511,"['T cells', 'adaptive immunity', 'fungal infections', 'fungal vaccines', 'innate immunity', 'trained immunity']",HL150852
35690792,Development of a novel human CD147 knock-in NSG mouse model to test SARS-CoV-2 viral infection.,"['Badeti S', 'Jiang Q', 'Naghizadeh A', 'Tseng HC', 'Bushkin Y', 'Marras SAE', 'Nisa A', 'Tyagi S', 'Chen F', 'Romanienko P', 'Yehia G', 'Evans D', 'Lopez-Gonzalez M', 'Alland D', 'Russo R', 'Gause W', 'Shi L', 'Liu D']",doi: 10.1186/s13578-022-00822-6,"['Accessory receptor', 'BSG', 'Basigin', 'CD147', 'COVID-19', 'Immune responses', 'Knock-in mouse model', 'NSG', 'Physiological expression', 'SARS-CoV-2', 'Spike protein', 'Viral entry', 'hCD147KI']",HL150852
35475172,Development of a Novel Human CD147 Knock-in NSG Mouse Model to Test SARS-CoV-2 Viral Infection.,"['Badeti S', 'Jiang Q', 'Naghizadeh A', 'Tseng HC', 'Bushkin Y', 'Marras SAE', 'Nisa A', 'Tyagi S', 'Chen F', 'Romanienko P', 'Yehia G', 'Evans D', 'Lopez-Gonzalez M', 'Alland D', 'Russo R', 'Gause W', 'Shi L', 'Liu D']",pii: rs.3.rs-1431484. doi: 10.21203/rs.3.rs-1431484/v1,No keywords,HL150852
35303007,In vitro machine learning-based CAR T immunological synapse quality measurements correlate with patient clinical outcomes.,"['Naghizadeh A', 'Tsao WC', 'Hyun Cho J', 'Xu H', 'Mohamed M', 'Li D', 'Xiong W', 'Metaxas D', 'Ramos CA', 'Liu D']",doi: 10.1371/journal.pcbi.1009883,No keywords,HL150852
35225261,Natural Killer (NK) and CAR-NK Cell Expansion Method using Membrane Bound-IL-21-Modified B Cell Line.,"['Ma M', 'Badeti S', 'Kim JK', 'Liu D']",doi: 10.3791/62336,No keywords,HL150852
35192123,Bone morphogenetic protein receptor inhibitors suppress the growth of glioblastoma cells.,"['Kaye J', 'Mondal A', 'Foty R', 'Jia D', 'Langenfeld J']",doi: 10.1007/s11010-022-04383-7,"['BMP', 'BMP inhibitors', 'BMPR2', 'Cancer stem cells', 'Glioblastoma', 'ID1']",HL150852
34367128,CAR-NK Cells Effectively Target SARS-CoV-2-Spike-Expressing Cell Lines In Vitro.,"['Ma MT', 'Badeti S', 'Chen CH', 'Kim J', 'Choudhary A', 'Honnen B', 'Reichman C', 'Calianese D', 'Pinter A', 'Jiang Q', 'Shi L', 'Zhou R', 'Xu H', 'Li Q', 'Gause W', 'Liu D']",doi: 10.3389/fimmu.2021.652223,"['CAR (chimeric antigen receptor)', 'COVID-19', 'E484K variant', 'N501Y variant', 'NK cells', 'SARS-CoV-2', 'off-the-shelf']",HL150852
34162440,Deletion of ER-retention motif on SARS-CoV-2 spike protein reduces cell hybrid during cell-cell fusion.,"['Wang X', 'Chen CH', 'Badeti S', 'Cho JH', 'Naghizadeh A', 'Wang Z', 'Liu D']",doi: 10.1186/s13578-021-00626-0,"['ACE2', 'COVID-19', 'Cell fusion', 'Cell hybrid', 'SARS-CoV-2', 'Spike protein', 'Syncytia']",HL150852
33851149,Deletion of ER-retention Motif on SARS-CoV-2 Spike Protein Reduces Cell Hybrid During Cell-cell Fusion.,"['Chen CH', 'Badeti S', 'Cho JH', 'Naghizadeh A', 'Wang X', 'Liu D']",pii: rs.3.rs-380389. doi: 10.21203/rs.3.rs-380389/v1,No keywords,HL150852
33851148,Development of a Novel Human CD147 Transgenic NSG Mouse Model to test SARS-CoV-2 Infection and Immune Responses.,"['Badeti S', 'Tseng HC', 'Romanienko P', 'Yehia G', 'Liu D']",pii: rs.3.rs-396257. doi: 10.21203/rs.3.rs-396257/v1,No keywords,HL150852
37428010,MYC overrides HIF-1α to regulate proliferating primary cell metabolism in hypoxia.,"['Copeland CA', 'Olenchock BA', 'Ziehr D', 'McGarrity S', 'Leahy K', 'Young JD', 'Loscalzo J', 'Oldham WM']",doi: 10.7554/eLife.82597,"['MYC', 'biochemistry', 'cell biology', 'chemical biology', 'human', 'hypoxia', 'hypoxia-inducible factor', 'metabolic flux analysis', 'prolyl hydroxylase']",HL119145
37226730,Phenomics and Robust Multiomics Data for Cardiovascular Disease Subtyping.,"['Maiorino E', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.318892,"['algorithms', 'coronary artery disease', 'heart failure', 'multiomics', 'precision medicine']",HL119145
37039628,Local generation and efficient evaluation of numerous drug combinations in a single sample.,"['Elgart V', 'Loscalzo J']",doi: 10.7554/eLife.85439,"['barcoding', 'computational biology', 'drug combinations', 'high-throughput', 'human', 'medicine', 'optimization', 'single-cell', 'systems biology']",HL119145
37028977,Development and Validation of an Acute Respiratory Distress Syndrome Prediction Model in Coronavirus Disease 2019: Updated Lung Injury Prediction Score.,"['Tekin A', 'Qamar S', 'Sharma M', 'Singh R', 'Malinchoc M', 'Bansal V', 'Deo N', 'Bogojevic M', 'Valencia-Morales DJ', 'Zec S', 'Zorko-Garbajs N', 'Sharma N', 'Lal A', 'Sanghavi DK', 'Cartin-Ceba R', 'Khan SA', 'La Nou AT', 'Cherian A', 'Zabolotskikh IB', 'Kumar VK', 'Kashyap R', 'Walkey AJ', 'Domecq JP', 'Yadav H', 'Gajic O', 'Odeyemi YE', 'Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study (VIRUS): COVID-19 Registry Investigator Group']",doi: 10.1016/j.mayocp.2022.11.021,No keywords,HL119145
36949045,Assessment of community efforts to advance network-based prediction of protein-protein interactions.,"['Wang XW', 'Madeddu L', 'Spirohn K', 'Martini L', 'Fazzone A', 'Becchetti L', 'Wytock TP', 'Kovács IA', 'Balogh OM', 'Benczik B', 'Pétervári M', 'Ágg B', 'Ferdinandy P', 'Vulliard L', 'Menche J', 'Colonnese S', 'Petti M', 'Scarano G', 'Cuomo F', 'Hao T', 'Laval F', 'Willems L', 'Twizere JC', 'Vidal M', 'Calderwood MA', 'Petrillo E', 'Barabási AL', 'Silverman EK', 'Loscalzo J', 'Velardi P', 'Liu YY']",doi: 10.1038/s41467-023-37079-7,No keywords,HL119145
36794589,Multiomics Network Medicine Approaches to Precision Medicine and Therapeutics in Cardiovascular Diseases.,"['Wang RS', 'Maron BA', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.318731,"['cardiovascular diseases', 'multiomics', 'network medicine', 'precision medicine']",HL119145
36565787,Pursuing functional biomarkers in complex disease: Focus on pulmonary arterial hypertension.,"['Benincasa G', 'Napoli C', 'Loscalzo J', 'Maron BA']",doi: 10.1016/j.ahj.2022.12.009,"['Artificial intelligence', 'Biomarkers', 'Network analysis', 'Omics', 'Pulmonary arterial hypertension']",HL119145
36275710,"""Rogue"" neutrophil-subset [DEspR+CD11b+/CD66b+] immunotype is an actionable therapeutic target for neutrophilic inflammation-mediated tissue injury - studies in human, macaque and rat LPS-inflammation models.","['Carstensen S', 'Müller M', 'Tan GLA', 'Pasion KA', 'Hohlfeld JM', 'Herrera VLM', 'Ruiz-Opazo N']",doi: 10.3389/fimmu.2022.1008390,"['DEspR', 'LPS-acute inflammation tissue injury models', 'LPS-brain encephalopathy', 'acute lung injury', 'neutrophil subset', 'segmental LPS challenge']",HL119145
36043417,L-2-Hydroxyglutarate Protects Against Cardiac Injury via Metabolic Remodeling.,"['He H', 'Mulhern RM', 'Oldham WM', 'Xiao W', 'Lin YD', 'Liao R', 'Loscalzo J']",doi: 10.1161/CIRCRESAHA.122.321227,"['L-2-hydroxyglutarate dehydrogenase', 'glycolysis', 'ischemia', 'oxidative stress', 'pentose phosphate pathway', 'reactive oxygen species', 'reperfusion injury']",HL119145
36040468,SARS-CoV-2 With Concurrent Respiratory Viral Infection as a Risk Factor for a Higher Level of Care in Hospitalized Pediatric Patients.,"['Dikranian L', 'Barry S', 'Ata A', 'Chiotos K', 'Gist K', 'Bhalala U', 'Danesh V', 'Heavner S', 'Gharpure V', 'Bjornstad EC', 'Irby O', 'Heneghan JA', 'Montgomery V', 'Gupta N', 'Miller A', 'Walkey A', 'Tripathi S', 'Boman K', 'Bansal V', 'Kumar V', 'Kashyap R', 'Sayed I', 'Woll C', 'From the Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study: COVID-19 Registry Investigator Group']",doi: 10.1097/PEC.0000000000002814,No keywords,HL119145
